GrLivArea,TotalBsmtSF,LotArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Neighborhood,GarageCars,GarageArea,PoolArea,Fireplaces,BldgType,HouseStyle,SalePrice
500,1140.0,2000,3,2,6,8,7,1926,1929,Gilbert,3.0,532.0,0,0,Twnhs,2Story,173624
902,648.0,9461,4,2,7,2,1,1955,1984,OldTown,2.0,351.0,0,1,1Fam,1Story,128854
1020,665.0,15177,4,2,6,9,3,2005,2010,Somerst,1.0,272.0,0,0,2fmCon,1Story,238273
823,810.0,10365,6,3,10,5,2,1922,1940,NWAmes,3.0,694.0,0,0,Duplex,SLvl,166974
708,717.0,12260,1,3,5,7,5,1924,1946,Mitchel,1.0,193.0,0,0,TwnhsE,1Story,152039
1706,835.0,10299,1,1,4,10,5,1920,1921,CollgCr,2.0,446.0,0,3,2fmCon,SLvl,255114
1392,935.0,7997,3,3,6,1,5,1960,1972,NAmes,3.0,619.0,0,3,1Fam,SFoyer,196713
1689,1251.0,3274,5,2,7,10,4,1962,1972,Sawyer,1.0,217.0,0,1,TwnhsE,SLvl,253195
1845,903.0,10616,6,1,9,5,5,1951,1980,Sawyer,0.0,0.0,0,3,1Fam,SLvl,209591
1632,524.0,7673,1,1,3,10,3,1987,2008,CollgCr,1.0,,0,0,1Fam,1Story,240536
1828,1342.0,7598,1,2,3,2,1,1924,1952,Sawyer,1.0,176.0,0,0,TwnhsE,1.5Fin,201733
1465,748.0,8503,6,2,10,6,5,2008,2010,Somerst,1.0,178.0,0,3,1Fam,SFoyer,238191
906,982.0,15234,2,2,4,1,9,1954,1975,CollgCr,1.0,217.0,0,1,1Fam,2Story,159359
2028,1133.0,17214,6,3,10,3,9,1945,1964,Gilbert,0.0,0.0,0,0,1Fam,SLvl,236216
1205,1059.0,10651,1,1,5,5,4,1931,1950,Gilbert,,401.0,0,3,1Fam,SLvl,212783
1032,1328.0,8605,5,2,9,4,3,1954,1968,OldTown,1.0,225.0,0,2,1Fam,SLvl,170258
1411,1143.0,6468,2,1,5,3,1,1995,1998,NAmes,1.0,165.0,0,1,1Fam,1.5Fin,198398
1043,741.0,11405,4,1,8,10,2,1904,1912,Edwards,3.0,765.0,0,1,Duplex,2Story,204224
1291,1653.0,15348,6,3,8,5,8,1935,1941,CollgCr,3.0,554.0,0,1,Duplex,1Story,247591
1672,1058.0,9257,4,1,7,8,1,2009,2010,Edwards,0.0,0.0,0,2,2fmCon,SFoyer,253565
1674,955.0,2863,2,2,4,4,8,2005,2010,Sawyer,0.0,0.0,0,0,1Fam,1.5Fin,201536
1051,1289.0,12010,2,2,5,1,7,1948,1953,CollgCr,0.0,0.0,0,1,Duplex,2Story,149008
1256,1074.0,12956,2,1,4,7,8,2005,2010,NAmes,3.0,,0,3,1Fam,SFoyer,260121
2037,1119.0,5242,3,1,4,8,6,1957,1976,OldTown,1.0,193.0,0,1,1Fam,1Story,246761
1748,1747.0,10529,6,3,7,3,9,1938,1952,Mitchel,3.0,524.0,0,3,TwnhsE,SFoyer,260091
2537,917.0,11353,5,2,6,6,3,1979,1993,Gilbert,2.0,376.0,656,1,1Fam,SLvl,359987
2090,,9780,5,2,7,2,4,1996,2010,NridgHt,0.0,0.0,0,3,2fmCon,SLvl,251387
2072,1034.0,7627,4,1,7,7,6,1984,2003,NridgHt,0.0,0.0,0,3,Twnhs,1.5Fin,284353
806,,13047,4,1,8,8,8,1960,1968,Gilbert,0.0,0.0,0,3,1Fam,SFoyer,206242
1881,548.0,8789,4,1,8,6,5,1908,1911,Sawyer,2.0,304.0,0,2,1Fam,SLvl,204648
1473,410.0,5544,6,2,8,6,3,1905,1922,OldTown,1.0,219.0,0,2,1Fam,1.5Fin,172525
1224,823.0,3851,1,1,3,5,6,2008,2010,OldTown,1.0,,0,2,1Fam,1.5Fin,196984
1584,509.0,13782,4,3,6,8,4,1934,1938,Mitchel,1.0,166.0,0,0,Duplex,1.5Fin,211086
1972,872.0,11849,2,3,4,1,9,1938,1957,Sawyer,0.0,0.0,0,3,Duplex,1Story,190535
1750,1150.0,10263,4,1,8,10,3,1921,1943,Gilbert,1.0,234.0,0,0,1Fam,SLvl,261372
1060,732.0,8679,2,3,5,4,4,1940,1969,Mitchel,3.0,600.0,0,2,1Fam,SLvl,188595
1871,571.0,8413,3,3,7,4,7,1904,1914,Somerst,0.0,0.0,0,3,Twnhs,2Story,211572
1181,1020.0,6772,1,3,3,3,7,1941,1945,Edwards,2.0,427.0,0,0,1Fam,1Story,166285
1608,1258.0,8705,1,3,2,3,4,1986,2007,NridgHt,2.0,428.0,0,2,1Fam,SLvl,270227
1348,491.0,3639,6,3,10,4,6,1980,2005,NWAmes,1.0,190.0,0,0,1Fam,SLvl,189342
1390,1246.0,7791,6,2,7,1,3,1975,1978,NridgHt,0.0,0.0,253,0,2fmCon,2Story,206634
1883,1245.0,9067,5,1,6,2,6,1986,2010,Sawyer,3.0,682.0,0,2,1Fam,SFoyer,228609
979,,11829,3,3,5,9,2,1979,1990,NAmes,3.0,671.0,0,3,1Fam,SFoyer,239095
2472,1365.0,9880,6,1,10,10,8,1966,1967,NridgHt,,0.0,0,1,Duplex,1Story,347076
589,1660.0,12384,2,3,5,2,2,1929,1941,CollgCr,1.0,229.0,0,1,Duplex,1.5Fin,134640
1201,893.0,14047,3,2,7,5,7,1956,1965,OldTown,2.0,423.0,0,0,1Fam,2Story,195023
1685,1032.0,13174,1,2,4,9,9,1985,1993,NridgHt,2.0,341.0,0,0,1Fam,2Story,299760
1792,,11411,2,3,5,9,1,1972,1981,CollgCr,3.0,565.0,0,0,1Fam,SLvl,257353
1449,1000.0,10035,3,3,5,8,8,1928,1934,Edwards,3.0,552.0,0,3,1Fam,SLvl,242622
1471,1459.0,7057,1,3,4,1,7,2010,2010,NridgHt,3.0,421.0,0,0,1Fam,2Story,236665
1705,596.0,12219,6,2,10,1,6,1936,1954,Somerst,2.0,460.0,0,0,1Fam,1.5Fin,199742
1384,741.0,15039,2,2,6,9,6,1986,1995,NridgHt,3.0,879.0,0,0,1Fam,SFoyer,274679
2196,1413.0,11026,2,1,3,8,6,1912,1941,NridgHt,2.0,472.0,0,2,1Fam,1Story,310048
1919,1306.0,15751,1,2,4,10,9,1931,1933,Sawyer,2.0,409.0,0,1,Twnhs,SFoyer,281709
1936,891.0,5423,2,3,4,9,2,1945,1969,NWAmes,1.0,184.0,0,1,1Fam,1Story,258705
1016,1256.0,6537,6,1,8,7,1,2010,2010,Somerst,1.0,172.0,0,2,1Fam,1.5Fin,222548
1460,1102.0,12565,6,2,10,3,6,1922,1950,NridgHt,1.0,204.0,0,3,1Fam,2Story,236921
1349,1450.0,10792,6,2,9,3,8,1944,1962,NridgHt,3.0,687.0,0,3,1Fam,1.5Fin,250799
997,1022.0,13941,1,3,3,2,3,1916,1936,NridgHt,2.0,359.0,0,3,TwnhsE,2Story,194864
1680,1307.0,9953,4,1,7,5,1,2003,2004,CollgCr,3.0,830.0,0,2,1Fam,SLvl,271475
1231,1792.0,7396,4,2,7,3,9,1984,2010,Edwards,2.0,316.0,0,1,TwnhsE,1Story,200029
1827,1179.0,9359,2,2,3,6,1,1965,1984,NAmes,1.0,206.0,0,1,1Fam,SLvl,235026
964,1014.0,5401,6,3,8,2,3,2000,2009,NAmes,1.0,202.0,294,0,TwnhsE,2Story,181020
2359,1216.0,6614,2,1,3,3,8,1905,1906,NAmes,,600.0,0,1,1Fam,1Story,235552
1051,,12917,1,1,3,5,3,2007,2008,Gilbert,2.0,365.0,0,3,1Fam,1Story,216857
1609,1716.0,12618,2,1,5,1,4,1917,1944,NAmes,3.0,607.0,0,3,1Fam,SLvl,222010
1895,,11089,5,1,7,1,8,1993,2010,NridgHt,0.0,0.0,0,0,1Fam,1Story,227808
1214,918.0,4836,4,3,8,10,1,1921,1937,CollgCr,3.0,715.0,295,0,1Fam,2Story,253245
1926,749.0,8924,2,2,5,9,6,1932,1947,NridgHt,1.0,248.0,0,1,1Fam,2Story,269957
885,,6325,2,2,4,7,1,1929,1944,NridgHt,2.0,376.0,0,0,Duplex,SLvl,211248
2226,1260.0,13529,3,1,4,1,1,1980,1993,OldTown,2.0,301.0,0,0,1Fam,1.5Fin,230572
1507,850.0,8248,2,1,3,8,8,2006,2010,Sawyer,3.0,628.0,0,2,1Fam,2Story,266589
1201,1172.0,6742,5,1,8,3,4,1931,1951,Edwards,,,578,1,1Fam,2Story,228936
1350,547.0,10089,4,2,5,8,1,1941,1951,Gilbert,0.0,0.0,0,3,2fmCon,1Story,206780
1904,1055.0,8079,3,2,6,5,7,1977,2000,Edwards,3.0,647.0,0,2,1Fam,1Story,251794
1207,1135.0,14451,1,1,4,1,5,1909,1909,NAmes,2.0,482.0,0,3,1Fam,2Story,175458
1125,1512.0,7795,1,3,4,7,5,2010,2010,NridgHt,1.0,224.0,0,0,1Fam,SLvl,263137
1389,768.0,5802,4,2,6,5,1,1935,1957,Somerst,2.0,431.0,0,0,TwnhsE,1.5Fin,196683
911,616.0,3541,1,2,4,6,6,1933,1953,NWAmes,2.0,445.0,0,3,2fmCon,1Story,192572
2410,,9907,5,1,6,6,9,1972,1975,NWAmes,,415.0,0,2,1Fam,1Story,289951
1216,599.0,8314,2,3,6,8,9,2005,2010,Sawyer,2.0,343.0,0,2,1Fam,1.5Fin,222902
1915,1400.0,5713,4,1,6,9,8,1927,1952,Gilbert,0.0,0.0,0,2,1Fam,1Story,267394
1604,1464.0,13567,3,1,4,2,5,1910,1924,CollgCr,1.0,203.0,0,0,1Fam,SLvl,194512
1007,1096.0,12001,2,3,5,9,1,1977,1994,Sawyer,3.0,514.0,0,1,1Fam,1Story,217425
1497,,9915,1,3,4,10,9,1938,1949,OldTown,1.0,166.0,0,0,1Fam,1Story,240352
1892,1040.0,14092,1,3,5,9,1,1946,1962,NridgHt,1.0,,0,3,1Fam,2Story,305611
1405,971.0,11987,3,2,4,10,8,1918,1918,Mitchel,1.0,163.0,608,2,1Fam,SLvl,310791
2096,900.0,7531,5,1,7,10,5,1914,1924,Gilbert,3.0,660.0,0,1,1Fam,SLvl,288467
2010,906.0,6882,3,2,4,7,3,1927,1954,NridgHt,1.0,194.0,0,2,1Fam,2Story,271609
1959,535.0,12453,4,3,7,1,7,1923,1923,Somerst,3.0,669.0,0,0,1Fam,SFoyer,205442
1270,1079.0,11189,3,2,5,7,7,1971,1985,Edwards,3.0,705.0,0,1,1Fam,1.5Fin,229061
960,,10509,1,3,4,10,9,2006,2010,CollgCr,0.0,0.0,0,1,TwnhsE,SLvl,237835
1193,1223.0,7460,5,3,8,5,7,1908,1928,NWAmes,2.0,438.0,0,0,Duplex,SFoyer,190447
1598,,11823,5,1,6,6,3,1946,1955,Gilbert,3.0,625.0,0,2,1Fam,1.5Fin,260475
1772,951.0,7733,6,1,10,10,1,1932,1938,Gilbert,2.0,388.0,0,2,1Fam,SLvl,266986
500,738.0,9694,3,1,6,7,8,1961,1962,Edwards,1.0,196.0,0,2,1Fam,1Story,165187
1495,1021.0,14340,4,2,5,5,3,1996,2005,Somerst,2.0,435.0,0,0,1Fam,SLvl,232514
1579,1221.0,8017,1,1,3,7,8,1918,1941,NridgHt,2.0,342.0,0,3,TwnhsE,1.5Fin,252086
1361,656.0,5281,2,3,6,9,8,1966,1969,CollgCr,2.0,396.0,0,3,1Fam,SFoyer,243369
2145,1026.0,6842,5,1,8,3,5,1973,1984,Edwards,1.0,177.0,0,2,TwnhsE,1Story,221308
1710,1069.0,12982,3,2,6,8,1,1939,1957,Edwards,1.0,235.0,0,1,1Fam,1.5Fin,241792
2155,784.0,10764,6,1,8,2,7,1946,1971,Edwards,3.0,664.0,0,3,TwnhsE,1.5Fin,228157
1392,823.0,9613,4,1,5,7,5,2005,2010,Gilbert,3.0,792.0,0,2,Duplex,SLvl,252305
1968,1069.0,8472,4,1,7,2,8,1964,1971,Gilbert,0.0,0.0,0,3,Duplex,2Story,232573
2317,659.0,11456,1,2,3,4,9,1928,1945,Gilbert,1.0,180.0,0,2,1Fam,2Story,250890
2155,1104.0,7452,5,3,8,7,7,1949,1959,Gilbert,0.0,0.0,311,3,TwnhsE,1Story,291112
953,,10916,1,3,2,3,7,1997,2007,CollgCr,1.0,178.0,0,3,1Fam,1.5Fin,181264
1373,1318.0,7806,6,3,10,2,1,1912,1924,Somerst,2.0,432.0,0,1,TwnhsE,SFoyer,200977
1327,1701.0,7307,2,1,3,10,4,1900,1902,Mitchel,0.0,0.0,0,1,2fmCon,1Story,228524
1744,741.0,8087,2,1,3,7,2,1933,1944,CollgCr,0.0,0.0,0,3,1Fam,1Story,217196
1843,1160.0,8873,2,2,3,1,2,1992,1994,Somerst,0.0,0.0,0,2,Twnhs,SLvl,218636
1080,781.0,9853,4,3,6,8,2,1947,1956,NridgHt,1.0,144.0,0,1,TwnhsE,SFoyer,224495
1533,1312.0,10706,5,1,8,3,4,2010,2010,OldTown,3.0,648.0,0,0,Duplex,1.5Fin,231015
500,620.0,2000,1,1,5,2,1,1976,1992,NridgHt,0.0,0.0,0,1,1Fam,1.5Fin,132640
2220,1144.0,7577,1,1,3,3,4,1947,1968,Somerst,3.0,673.0,0,3,Twnhs,1.5Fin,275440
1243,738.0,8825,6,2,7,5,2,1948,1949,Edwards,1.0,231.0,0,3,Duplex,1Story,188756
1527,937.0,14515,2,3,6,8,5,1963,1979,Mitchel,0.0,0.0,0,0,2fmCon,SLvl,227075
1345,690.0,6759,5,2,6,10,3,1960,1975,NWAmes,1.0,193.0,0,1,TwnhsE,1Story,224428
2073,,10488,5,3,6,7,8,1928,1929,Sawyer,3.0,605.0,0,3,1Fam,2Story,266039
500,748.0,14485,6,3,7,7,4,1938,1965,Gilbert,3.0,387.0,0,0,1Fam,2Story,179597
1491,1165.0,6061,3,1,7,7,1,1987,2008,NAmes,0.0,0.0,0,0,1Fam,1.5Fin,203377
1447,896.0,11181,5,1,8,8,1,1925,1954,NWAmes,3.0,552.0,0,2,1Fam,SLvl,243247
1273,965.0,7593,5,1,6,1,3,1916,1935,NWAmes,2.0,327.0,0,1,2fmCon,1.5Fin,152461
2363,1044.0,8486,1,1,4,4,9,1970,1975,NridgHt,2.0,360.0,0,1,1Fam,1.5Fin,298627
1056,771.0,7590,6,1,10,6,7,1912,1939,Gilbert,0.0,0.0,0,1,1Fam,1Story,180324
1885,1063.0,7804,5,3,9,9,2,1968,1992,OldTown,1.0,182.0,0,3,1Fam,1.5Fin,256097
1678,1459.0,18165,5,1,6,2,9,1925,1953,Somerst,1.0,205.0,0,0,1Fam,1.5Fin,236801
2130,766.0,12533,1,1,4,1,2,1948,1957,Gilbert,1.0,,0,2,1Fam,SLvl,213764
1166,1351.0,13305,5,2,8,10,3,1966,1993,NAmes,2.0,395.0,0,1,1Fam,SLvl,240077
1133,1449.0,11475,1,2,2,2,2,1906,1915,NAmes,3.0,,0,2,1Fam,SLvl,171177
2048,755.0,5181,3,3,5,7,3,1957,1964,Somerst,2.0,337.0,0,2,Duplex,1.5Fin,254326
1712,563.0,11184,4,3,6,3,6,1948,1948,NWAmes,3.0,613.0,0,0,TwnhsE,SLvl,206514
727,1090.0,13218,1,2,5,10,9,2002,2010,Gilbert,2.0,,0,1,1Fam,SLvl,246675
1230,835.0,7439,1,2,5,2,9,1952,1975,NAmes,1.0,152.0,0,2,1Fam,SFoyer,164610
1693,1560.0,12895,5,1,7,7,7,1964,1972,Somerst,1.0,151.0,0,1,1Fam,SFoyer,277472
1918,1010.0,12113,1,1,3,2,3,1961,1982,Sawyer,1.0,238.0,0,1,1Fam,2Story,212830
1160,759.0,15556,6,3,8,3,4,1916,1925,Sawyer,0.0,0.0,0,1,TwnhsE,1Story,142555
500,655.0,8746,2,2,3,7,6,1942,1956,CollgCr,0.0,0.0,714,2,1Fam,1Story,218271
1761,1326.0,6707,2,3,3,4,5,1924,1928,Gilbert,3.0,498.0,0,0,1Fam,SLvl,236784
889,828.0,8915,3,1,4,1,2,1902,1923,Mitchel,0.0,0.0,0,0,1Fam,2Story,126716
500,1013.0,14306,1,3,2,5,6,1978,1993,Somerst,2.0,408.0,0,2,Twnhs,2Story,186334
500,1286.0,4514,6,3,7,9,3,1928,1940,NWAmes,2.0,408.0,0,3,1Fam,SFoyer,202404
1906,854.0,3794,5,3,6,8,8,2006,2010,OldTown,3.0,497.0,0,1,1Fam,2Story,262090
1564,986.0,10268,5,1,9,9,2,1931,1955,NAmes,3.0,569.0,0,1,1Fam,1.5Fin,253055
1387,995.0,8672,4,3,7,10,1,1925,1944,Edwards,1.0,182.0,0,0,1Fam,SLvl,207063
2194,1204.0,10023,3,1,7,9,9,1915,1932,Gilbert,0.0,0.0,0,2,TwnhsE,1.5Fin,273210
1818,1177.0,12835,6,2,9,7,3,1924,1934,NAmes,1.0,167.0,0,2,1Fam,1Story,230784
2308,933.0,8342,6,3,10,4,1,1953,1979,CollgCr,0.0,0.0,0,3,2fmCon,SFoyer,234529
803,1019.0,4380,5,3,9,5,7,1927,1935,Somerst,0.0,0.0,0,3,1Fam,1.5Fin,166627
1482,888.0,16133,4,1,5,1,5,1972,1987,NWAmes,3.0,496.0,0,0,1Fam,SLvl,209459
691,556.0,7008,5,3,6,1,5,1955,1956,NAmes,1.0,177.0,0,3,1Fam,1.5Fin,110393
1385,1077.0,6822,4,1,7,3,1,1964,1989,Edwards,1.0,197.0,0,3,2fmCon,1.5Fin,178273
1375,1567.0,13311,2,3,5,8,9,1992,2010,OldTown,0.0,0.0,0,2,1Fam,2Story,267945
1813,734.0,8846,6,2,7,2,7,1985,1986,Somerst,0.0,0.0,0,2,1Fam,SFoyer,210631
1522,768.0,9809,2,2,6,4,8,1979,1990,Somerst,3.0,627.0,0,3,1Fam,1Story,245065
1811,,11448,5,2,8,2,9,1940,1947,Mitchel,2.0,389.0,0,0,Duplex,SLvl,205621
1851,1217.0,13250,3,3,5,5,6,2007,2010,CollgCr,1.0,231.0,0,3,TwnhsE,SLvl,261173
2577,1134.0,8999,1,3,3,9,5,1950,1961,Somerst,1.0,192.0,0,0,TwnhsE,1Story,308699
1342,952.0,14559,3,2,5,1,6,2004,2010,NWAmes,3.0,570.0,0,3,1Fam,SLvl,213588
1029,,3592,3,2,6,5,2,1970,1978,Somerst,3.0,536.0,0,2,1Fam,2Story,194689
1623,1027.0,12279,1,1,2,9,4,1977,1986,Mitchel,1.0,189.0,0,2,1Fam,1.5Fin,265985
1098,530.0,7481,6,1,7,1,3,1928,1952,CollgCr,1.0,163.0,0,0,1Fam,2Story,131063
2240,1043.0,14116,2,2,3,9,7,1982,1983,Gilbert,0.0,0.0,0,3,TwnhsE,2Story,286705
1358,,10426,2,2,5,8,9,1918,1933,NridgHt,2.0,341.0,0,3,Duplex,2Story,279167
1217,624.0,7981,6,3,9,4,5,1965,1984,Gilbert,1.0,163.0,704,0,Duplex,1Story,245515
1264,,11988,1,2,3,10,6,1940,1946,Sawyer,3.0,542.0,0,3,1Fam,SFoyer,241197
1859,1473.0,12679,4,1,7,5,2,1944,1971,Mitchel,0.0,0.0,0,1,TwnhsE,1Story,229792
1421,816.0,11925,3,1,5,5,3,1914,1915,Somerst,0.0,0.0,0,2,TwnhsE,1Story,192008
1179,1340.0,6910,5,1,7,6,3,1902,1902,CollgCr,3.0,660.0,0,2,1Fam,2Story,216933
2332,953.0,8547,2,1,3,7,9,1910,1928,Gilbert,3.0,516.0,0,0,1Fam,SFoyer,281212
1071,951.0,9987,6,1,9,8,7,1952,1979,Gilbert,0.0,0.0,0,3,1Fam,1Story,230028
1517,1131.0,9876,5,1,6,8,8,1945,1948,Sawyer,3.0,753.0,0,0,1Fam,SFoyer,245168
1826,734.0,12249,1,2,2,2,9,1929,1952,Gilbert,0.0,0.0,0,1,TwnhsE,2Story,196384
684,1039.0,3955,5,1,8,9,6,1956,1977,Mitchel,3.0,485.0,0,3,1Fam,1Story,213099
1740,885.0,11002,5,1,8,7,4,2003,2010,Gilbert,0.0,0.0,0,1,1Fam,SFoyer,236897
972,603.0,9130,3,1,7,4,1,1917,1918,NWAmes,1.0,250.0,0,0,1Fam,SLvl,118280
1911,,7484,1,1,3,4,8,1950,1974,Sawyer,1.0,213.0,0,2,1Fam,1Story,220118
1018,921.0,7772,5,2,9,8,7,1947,1960,CollgCr,3.0,582.0,0,1,1Fam,1Story,227438
1846,952.0,9356,2,3,4,4,2,1965,1966,CollgCr,2.0,,0,3,Twnhs,1Story,242916
2052,636.0,2000,1,3,3,6,8,1995,2010,Gilbert,1.0,206.0,0,0,1Fam,SFoyer,228523
1930,1477.0,7896,2,3,4,5,5,1907,1921,Mitchel,,0.0,0,0,Duplex,1.5Fin,226997
1625,1263.0,7372,6,3,7,3,7,1921,1932,Mitchel,2.0,368.0,0,0,Duplex,1Story,194104
1384,1289.0,11598,6,1,7,10,4,1905,1909,OldTown,0.0,0.0,0,2,1Fam,SLvl,209075
1211,908.0,7583,4,3,7,2,5,1975,2002,NAmes,0.0,0.0,0,0,TwnhsE,SLvl,165093
2235,481.0,9354,6,3,8,9,8,2010,2010,NWAmes,1.0,205.0,0,0,1Fam,2Story,279418
1150,1585.0,14626,5,2,7,10,1,1956,1984,OldTown,3.0,533.0,0,2,2fmCon,1.5Fin,280567
981,981.0,12983,1,2,3,9,1,2003,2009,NAmes,3.0,485.0,0,0,2fmCon,1.5Fin,225362
1832,775.0,12706,6,2,7,1,4,1935,1958,NridgHt,0.0,0.0,0,0,1Fam,SFoyer,199958
1101,1125.0,8500,2,1,5,10,3,1978,1998,Edwards,1.0,197.0,0,1,1Fam,2Story,218111
1024,1350.0,11629,5,1,6,3,2,1991,2000,NAmes,0.0,0.0,0,0,Duplex,SFoyer,171562
778,993.0,9298,6,1,10,8,3,1956,1969,Edwards,2.0,284.0,0,2,1Fam,2Story,198064
1258,1383.0,9411,3,2,7,6,1,1948,1961,Sawyer,0.0,0.0,0,1,1Fam,1.5Fin,178454
1458,1324.0,11229,2,3,6,5,1,1944,1948,Gilbert,1.0,214.0,0,0,Duplex,SFoyer,215709
1621,677.0,8209,2,2,5,5,6,1981,1998,NAmes,0.0,0.0,0,2,Duplex,2Story,203209
1975,797.0,14479,4,1,8,6,5,1965,1988,Mitchel,1.0,165.0,0,3,1Fam,1.5Fin,248445
1763,1287.0,9519,3,2,6,7,8,1976,1989,NWAmes,3.0,702.0,0,0,1Fam,1.5Fin,264577
1404,186.0,11855,4,3,5,1,2,1944,1945,NridgHt,1.0,173.0,0,3,1Fam,1Story,182420
1400,955.0,14366,6,1,7,9,4,1978,2003,CollgCr,2.0,471.0,0,1,1Fam,SFoyer,261971
1755,570.0,13094,3,3,6,3,8,1919,1930,OldTown,1.0,197.0,0,2,1Fam,1Story,180477
2136,857.0,5773,2,3,3,4,6,1963,1984,Gilbert,2.0,335.0,0,1,TwnhsE,1.5Fin,251222
1563,910.0,11334,4,1,5,10,1,1992,2010,OldTown,2.0,359.0,0,3,1Fam,SFoyer,266602
1265,892.0,12552,5,3,8,1,4,2005,2010,OldTown,0.0,0.0,0,3,1Fam,SFoyer,172605
1003,834.0,12675,3,2,7,10,1,1992,1995,Somerst,2.0,382.0,0,3,Duplex,SLvl,264754
777,670.0,6660,2,3,5,3,2,1966,1978,OldTown,1.0,229.0,0,2,1Fam,2Story,132202
1833,1687.0,8028,1,3,3,2,5,1982,1985,OldTown,3.0,726.0,0,3,1Fam,SLvl,257516
1788,1560.0,12983,3,3,4,2,8,1902,1923,Somerst,1.0,197.0,0,3,2fmCon,SLvl,243798
1788,651.0,7714,3,2,6,1,8,1953,1966,Somerst,3.0,579.0,0,2,Duplex,1.5Fin,220907
1435,1474.0,9100,6,3,7,8,3,1977,1992,NWAmes,2.0,375.0,0,3,Duplex,2Story,252500
2203,880.0,14727,5,3,9,3,4,1963,1991,NAmes,0.0,0.0,0,0,Duplex,SLvl,225033
1257,1038.0,9856,6,2,7,3,6,1939,1942,NAmes,2.0,490.0,0,3,1Fam,SLvl,191684
1977,981.0,7819,3,1,6,6,3,1958,1981,NWAmes,2.0,326.0,0,2,TwnhsE,SFoyer,256013
1480,802.0,7367,3,1,7,8,2,1954,1978,Somerst,3.0,619.0,0,3,1Fam,1.5Fin,254927
1195,1295.0,10998,5,1,9,9,6,1961,1961,Edwards,1.0,205.0,0,2,1Fam,SLvl,236619
1796,1037.0,6000,5,3,9,9,5,1903,1915,CollgCr,0.0,0.0,0,3,1Fam,2Story,244923
1704,,9257,4,1,6,4,5,1959,1962,NWAmes,0.0,0.0,0,0,1Fam,1Story,184738
1678,608.0,10999,2,2,5,5,5,1974,1993,NridgHt,0.0,0.0,0,2,1Fam,1Story,249367
1540,731.0,13897,2,3,5,2,5,1994,2010,NWAmes,0.0,0.0,0,2,1Fam,1.5Fin,185563
1481,,12002,4,3,8,9,3,2006,2010,Somerst,1.0,228.0,0,2,1Fam,1Story,251943
2694,1003.0,7857,2,3,3,8,7,1995,1997,Edwards,0.0,0.0,0,2,1Fam,SFoyer,289344
2092,641.0,13535,3,1,7,3,6,1990,2010,Gilbert,3.0,657.0,0,3,Duplex,SFoyer,259681
1861,920.0,9101,4,1,6,9,4,1929,1941,Somerst,3.0,645.0,0,3,Duplex,2Story,293087
1555,1411.0,6292,4,1,8,3,2,2006,2010,Sawyer,0.0,0.0,0,0,1Fam,1.5Fin,194865
2003,1359.0,9483,2,3,5,9,9,1901,1916,Sawyer,0.0,0.0,0,0,1Fam,1.5Fin,256420
1758,990.0,14314,1,2,5,2,1,1961,1987,CollgCr,1.0,228.0,0,3,1Fam,1Story,219344
1513,973.0,10495,2,3,3,10,4,1948,1952,Somerst,1.0,235.0,0,1,1Fam,SLvl,241554
1348,1563.0,10037,6,2,9,9,1,1908,1911,Mitchel,0.0,0.0,0,2,Duplex,SLvl,218123
1459,1156.0,14911,1,3,2,8,6,1991,2010,Sawyer,1.0,198.0,0,3,1Fam,SLvl,264358
500,901.0,5705,4,2,8,9,4,1930,1937,OldTown,2.0,384.0,0,0,1Fam,2Story,164513
1605,572.0,6143,1,3,4,5,5,1997,2010,Gilbert,0.0,0.0,0,2,1Fam,1.5Fin,197796
1255,1118.0,5152,3,3,5,2,5,1960,1973,OldTown,1.0,,0,0,TwnhsE,1Story,162428
2296,1248.0,11117,5,2,8,8,9,1978,1984,NridgHt,3.0,616.0,0,1,1Fam,2Story,345676
1509,810.0,10499,1,2,2,6,1,1947,1960,CollgCr,0.0,0.0,0,2,2fmCon,SFoyer,194541
905,1087.0,14628,6,2,9,8,2,1924,1929,NridgHt,0.0,0.0,0,1,1Fam,SFoyer,216796
1475,890.0,10730,5,2,7,5,6,1935,1946,NridgHt,3.0,566.0,0,1,Duplex,SFoyer,241288
976,944.0,8787,3,2,5,10,5,1907,1922,Sawyer,3.0,678.0,0,1,TwnhsE,1.5Fin,217896
1736,253.0,10005,6,2,8,2,7,1972,1988,Somerst,1.0,181.0,0,3,1Fam,SFoyer,189696
1645,933.0,10353,5,2,7,6,3,1957,1969,NAmes,3.0,539.0,0,0,TwnhsE,SLvl,226263
1978,,4984,3,2,4,5,3,2000,2010,Sawyer,2.0,343.0,0,2,Duplex,SFoyer,261060
1104,810.0,18130,5,3,8,5,2,1944,1957,NWAmes,,0.0,0,3,Duplex,2Story,194325
1517,1015.0,11559,5,2,9,1,3,1961,1989,NAmes,2.0,351.0,0,0,Duplex,SFoyer,189235
817,773.0,10630,2,2,4,2,1,1938,1944,Somerst,1.0,213.0,0,3,1Fam,SLvl,147497
1850,1108.0,11845,6,3,10,8,5,1995,2008,NridgHt,3.0,694.0,0,0,1Fam,SFoyer,315285
1759,935.0,12128,6,3,10,3,5,1957,1971,Edwards,0.0,0.0,0,2,Twnhs,1Story,196082
